"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","experiment_ID","group_ID","repeated_trait_ID","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","type_measure_dispersion_experiment","n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","type_measure_dispersion_control","n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control"
"GNM_137","included","NA","mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","1","1","5","Tachycineta bicolor","Achillea millefolium","blank","2","0","1",3.3,"mean",5,"SD",44,2.5,"mean",3.9,"SD",23,"Blowfly pupae","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","arthropod","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD","NA","no","yes","no",1,1
"GNM_137","included","NA","mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","1","1","6","Tachycineta bicolor","Achillea millefolium","blank","2","0","1",418.8,"mean",220.8,"SD",44,773,"mean",422.8,"SD",23,"Fleas per nest","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","arthropod","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD","NA","no","yes","no",1,1
"GNM_137","included","NA","PCA scores (negative)","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","1","1","7","Tachycineta bicolor","Achillea millefolium","blank","2","0","1",-0.6,"mean",1.5,"SD",44,0.3,"mean",1.6,"SD",23,"Nestling Size (PCA)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","a","JMGS","weird values of mean and dispersion (coming from PCA)","SD","NA","no","yes","no",1,1
"GNM_137","included","NA","PCA scores (negative)","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","1","1","8","Tachycineta bicolor","Achillea millefolium","blank","2","0","1",-0.03,"mean",1.7,"SD",44,-0.01,"mean",1.57,"SD",23,"Nestling Leukocytes (PCA)","physiology","exclude","Very difficult to assign a sign of relationship. Does an increase of WBC imply better fitness or worse? We consulted several researchers in the field and there was no clear way to understand this. Therefore, we decided to exclude it. For reasons, see the discussion provided in the materials of this project",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","a","JMGS","weird values of mean and dispersion (coming from PCA)","SD","NA","no","yes","no",1,1
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","1","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material","NA","1","1",5,"mean",0.37,"SE",10,5.6,"mean",0.15,"SE",11,"Clutch size","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the extra addition of green nest material vs. normally added by birds as the control since the larger the amount of GNM, larger could be the effect and consider this as comparision type 4","no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","2","Sturnus vulgaris","Birds add green material","blank","2","1","1",5.6,"mean",0.15,"SE",11,5.5,"mean",0.29,"SE",4,"Clutch size","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the unmanipualted as treatment (since birds bring gnm) and the removal of gnm (blank) as the control","no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","3","Sturnus vulgaris","Birds add green material+Extra from author","blank","2","1","1",5,"mean",0.37,"SE",10,5.5,"mean",0.29,"SE",4,"Clutch size","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the addition of green nest material as a treatment vs. removal (therefore blank) as the control)","no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","4","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material","NA","1","1",4.5,"mean",0.76,"SE",8,5.6,"mean",0.22,"SE",10,"number of nestlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","5","Sturnus vulgaris","Birds add green material","blank","2","1","1",5.6,"mean",0.22,"SE",10,5.25,"mean",0.25,"SE",4,"number of nestlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","6","Sturnus vulgaris","Birds add green material+Extra from author","blank","2","1","1",4.5,"mean",0.76,"SE",8,5.25,"mean",0.25,"SE",4,"number of nestlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","7","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material","NA","1","1",2.63,"mean",0.84,"SE",8,2.7,"mean",0.82,"SE",10,"number of fledlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","8","Sturnus vulgaris","Birds add green material","blank","2","1","1",2.7,"mean",0.82,"SE",10,4.25,"mean",0.48,"SE",4,"number of fledlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","9","Sturnus vulgaris","Birds add green material+Extra from author","blank","2","1","1",2.63,"mean",0.84,"SE",8,4.25,"mean",0.48,"SE",4,"number of fledlings","reproduction","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","10","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material","NA","1","0",11.1,"mean",2.14,"SE",10,8.36,"mean",1.36,"SE",11,"courtship time (days)","behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","11","Sturnus vulgaris","Birds add green material","blank","2","1","0",8.36,"mean",1.36,"SE",11,11,"mean",3.72,"SE",4,"courtship time (days)","behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
"GNM_152","included","NA","mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","1","1","12","Sturnus vulgaris","Birds add green material+Extra from author","blank","2","1","0",11.1,"mean",2.14,"SE",10,11,"mean",3.72,"SE",4,"courtship time (days)","behaviour","include","Authors measured this as ""interval between first appearance of greenery to first egg""",-1,"NA","NA",NA,NA,NA,NA,NA,"table 1","NA","b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"no","yes","yes",2,2
